date_adj,pres,sentiment
2017-07-30,Trump,-83
2017-07-31,Obama,64
2017-07-31,Trump,-176
2017-08-01,Trump,-206
2017-08-02,Obama,32
2017-08-02,Trump,-29
2017-08-03,Obama,7
2017-08-03,Trump,-44
2017-08-04,Obama,-126
2017-08-04,Trump,-202
2017-08-05,Obama,-26
2017-08-05,Trump,12
2017-08-06,Obama,-37
2017-08-06,Trump,-89
2017-08-07,Obama,-91
2017-08-07,Trump,6
2017-08-08,Obama,-36
2017-08-08,Trump,-334
2017-08-09,Obama,-74
2017-08-09,Trump,-236
2017-08-10,Obama,-24
2017-08-10,Trump,-250
2017-08-11,Obama,-125
2017-08-11,Trump,-271
2017-08-12,Obama,-156
2017-08-12,Trump,-104
2017-08-13,Obama,-131
2017-08-13,Trump,-43
2017-08-14,Obama,-17
2017-08-14,Trump,-62
2017-08-15,Obama,-91
2017-08-15,Trump,-368
2017-08-16,Obama,-181
2017-08-16,Trump,-97
2017-08-17,Obama,-20
2017-08-17,Trump,-421
2017-08-18,Obama,-54
2017-08-18,Trump,-235
2017-08-19,Obama,-75
2017-08-19,Trump,-258
2017-08-20,Obama,-16
2017-08-20,Trump,-189
2017-08-21,Obama,-89
2017-08-21,Trump,-72
2017-08-22,Obama,-170
2017-08-22,Trump,-173
2017-08-23,Obama,-167
2017-08-23,Trump,-111
2017-08-24,Obama,21
2017-08-24,Trump,-76
2017-08-25,Obama,-50
2017-08-25,Trump,-192
2017-08-26,Obama,8
2017-08-26,Trump,-119
2017-08-27,Obama,-47
2017-08-27,Trump,-221
2017-08-28,Obama,122
2017-08-28,Trump,17
2017-08-29,Obama,-37
2017-08-29,Trump,-115
2017-08-30,Obama,-119
2017-08-30,Trump,-104
2017-08-31,Obama,-27
2017-08-31,Trump,-248
2017-09-01,Obama,-72
2017-09-01,Trump,-135
2017-09-02,Obama,10
2017-09-02,Trump,-97
2017-09-03,Obama,26
2017-09-03,Trump,-341
2017-09-04,Obama,34
2017-09-04,Trump,-145
2017-09-05,Obama,-75
2017-09-05,Trump,-170
2017-09-06,Obama,-58
2017-09-06,Trump,-480
2017-09-07,Obama,-47
2017-09-07,Trump,-205
2017-09-08,Obama,-1
2017-09-08,Trump,-173
2017-09-09,Obama,-110
2017-09-09,Trump,-139
2017-09-10,Obama,24
2017-09-10,Trump,-212
2017-09-11,Obama,21
2017-09-11,Trump,-57
2017-09-12,Obama,-69
2017-09-12,Trump,-90
2017-09-13,Obama,-54
2017-09-13,Trump,-73
2017-09-14,Obama,-24
2017-09-14,Trump,-23
2017-09-15,Obama,-22
2017-09-15,Trump,-42
2017-09-16,Obama,-86
2017-09-16,Trump,-212
2017-09-17,Obama,-60
2017-09-17,Trump,-337
2017-09-18,Obama,-35
2017-09-18,Trump,-5
2017-09-19,Obama,-77
2017-09-19,Trump,-15
2017-09-20,Obama,-61
2017-09-20,Trump,-244
2017-09-21,Obama,-85
2017-09-21,Trump,-178
2017-09-22,Obama,-40
2017-09-22,Trump,-55
2017-09-23,Obama,-54
2017-09-23,Trump,-98
2017-09-24,Obama,-61
2017-09-24,Trump,-145
2017-09-25,Obama,-93
2017-09-25,Trump,-387
2017-09-26,Obama,-83
2017-09-26,Trump,-345
2017-09-27,Obama,-74
2017-09-27,Trump,-62
2017-09-28,Obama,-88
2017-09-28,Trump,-51
2017-09-29,Obama,-90
2017-09-29,Trump,-155
2017-09-30,Obama,-180
2017-09-30,Trump,-81
2017-10-01,Obama,-98
2017-10-01,Trump,-301
2017-10-02,Obama,-6
2017-10-02,Trump,-47
2017-10-03,Obama,16
2017-10-03,Trump,-83
2017-10-04,Obama,-79
2017-10-04,Trump,-152
2017-10-05,Obama,-129
2017-10-05,Trump,-319
2017-10-06,Obama,-128
2017-10-06,Trump,-78
2017-10-07,Obama,-68
2017-10-07,Trump,4
2017-10-08,Obama,-22
2017-10-08,Trump,-151
2017-10-09,Obama,-13
2017-10-09,Trump,-174
2017-10-10,Obama,-57
2017-10-10,Trump,-27
2017-10-11,Obama,-34
2017-10-11,Trump,-241
2017-10-12,Obama,-29
2017-10-12,Trump,-254
2017-10-13,Obama,-69
2017-10-13,Trump,-134
2017-10-14,Obama,-129
2017-10-14,Trump,-133
2017-10-15,Obama,-140
2017-10-15,Trump,-59
2017-10-16,Obama,-95
2017-10-16,Trump,60
2017-10-17,Obama,-172
2017-10-17,Trump,-170
2017-10-18,Obama,-221
2017-10-18,Trump,-173
2017-10-19,Obama,-96
2017-10-19,Trump,-364
2017-10-20,Obama,68
2017-10-20,Trump,-269
2017-10-21,Obama,-78
2017-10-21,Trump,-178
2017-10-22,Obama,-78
2017-10-22,Trump,-124
2017-10-23,Obama,-47
2017-10-23,Trump,-19
2017-10-24,Obama,-26
2017-10-24,Trump,-213
2017-10-25,Obama,-130
2017-10-25,Trump,-232
2017-10-26,Obama,-48
2017-10-26,Trump,-42
2017-10-27,Obama,-49
2017-10-27,Trump,-60
2017-10-28,Obama,-223
2017-10-28,Trump,-96
2017-10-29,Obama,-96
2017-10-29,Trump,-155
2017-10-30,Obama,18
2017-10-30,Trump,-39
2017-10-31,Obama,-164
2017-10-31,Trump,-178
2017-11-01,Obama,-16
2017-11-01,Trump,-301
2017-11-02,Obama,-12
2017-11-02,Trump,-637
2017-11-03,Obama,-174
2017-11-03,Trump,-432
2017-11-04,Obama,25
2017-11-04,Trump,-187
2017-11-05,Obama,-29
2017-11-05,Trump,-307
2017-11-06,Obama,-78
2017-11-06,Trump,-63
2017-11-07,Obama,12
2017-11-07,Trump,-184
2017-11-08,Obama,-18
2017-11-08,Trump,-98
2017-11-09,Obama,-83
2017-11-09,Trump,-59
2017-11-10,Obama,-15
2017-11-10,Trump,-93
2017-11-11,Obama,-282
2017-11-11,Trump,-26
2017-11-12,Obama,-148
2017-11-12,Trump,-112
2017-11-13,Obama,-40
2017-11-13,Trump,8
2017-11-14,Obama,-5
2017-11-14,Trump,-11
2017-11-15,Obama,31
2017-11-15,Trump,-53
2017-11-16,Obama,8
2017-11-16,Trump,-60
2017-11-17,Obama,-113
2017-11-17,Trump,43
2017-11-18,Obama,-19
2017-11-18,Trump,-8
2017-11-19,Obama,-5
2017-11-19,Trump,-210
2017-11-20,Obama,-59
2017-11-20,Trump,-105
2017-11-21,Obama,-59
2017-11-21,Trump,-55
2017-11-22,Obama,11
2017-11-22,Trump,-245
2017-11-23,Obama,-27
2017-11-23,Trump,-65
2017-11-24,Obama,-177
2017-11-24,Trump,-38
2017-11-25,Obama,-97
2017-11-25,Trump,-61
2017-11-26,Obama,-17
2017-11-26,Trump,-91
2017-11-27,Obama,-21
2017-11-27,Trump,40
2017-11-28,Obama,6
2017-11-28,Trump,-35
2017-11-29,Obama,-20
2017-11-29,Trump,-182
2017-11-30,Obama,-32
2017-11-30,Trump,-218
2017-12-01,Obama,-51
2017-12-01,Trump,-270
2017-12-02,Obama,-7
2017-12-02,Trump,-194
2017-12-03,Obama,-166
2017-12-03,Trump,-7
2017-12-04,Obama,-26
2017-12-04,Trump,-61
2017-12-05,Obama,-2
2017-12-05,Trump,-109
2017-12-06,Obama,-31
2017-12-06,Trump,-185
2017-12-07,Obama,-18
2017-12-07,Trump,-176
2017-12-08,Obama,-136
2017-12-08,Trump,-11
2017-12-09,Obama,64
2017-12-09,Trump,-194
2017-12-10,Obama,52
2017-12-10,Trump,-191
2017-12-11,Obama,15
2017-12-11,Trump,-79
2017-12-12,Obama,-417
2017-12-12,Trump,-248
2017-12-13,Obama,-92
2017-12-13,Trump,-161
2017-12-14,Obama,-59
2017-12-14,Trump,-24
2017-12-15,Obama,-286
2017-12-15,Trump,-43
2017-12-16,Obama,-63
2017-12-16,Trump,-99
2017-12-17,Obama,-80
2017-12-17,Trump,-437
2017-12-18,Obama,-152
2017-12-18,Trump,-63
2017-12-19,Obama,-10
2017-12-19,Trump,-114
2017-12-20,Obama,-65
2017-12-20,Trump,-77
2017-12-21,Obama,-10
2017-12-21,Trump,-113
2017-12-22,Obama,-50
2017-12-22,Trump,-359
2017-12-23,Obama,-38
2017-12-23,Trump,-130
2017-12-24,Obama,-79
2017-12-24,Trump,-309
2017-12-25,Obama,-20
2017-12-25,Trump,-51
2017-12-26,Obama,18
2017-12-26,Trump,-35
2017-12-27,Obama,-61
2017-12-27,Trump,-34
2017-12-28,Obama,-69
2017-12-28,Trump,-225
2017-12-29,Obama,-61
2017-12-29,Trump,-65
2017-12-30,Obama,-94
2017-12-30,Trump,-25
2017-12-31,Obama,-81
2017-12-31,Trump,-179
2018-01-01,Obama,-58
2018-01-01,Trump,-24
2018-01-02,Obama,75
2018-01-02,Trump,-105
2018-01-03,Obama,44
2018-01-03,Trump,-164
2018-01-04,Obama,-181
2018-01-04,Trump,-295
2018-01-05,Obama,-24
2018-01-05,Trump,-264
2018-01-06,Obama,-32
2018-01-06,Trump,-123
2018-01-07,Obama,-34
2018-01-07,Trump,-347
2018-01-08,Obama,53
2018-01-08,Trump,-245
2018-01-09,Obama,-94
2018-01-09,Trump,-230
2018-01-10,Obama,-182
2018-01-10,Trump,-181
2018-01-11,Obama,-81
2018-01-11,Trump,-323
2018-01-12,Obama,-16
2018-01-12,Trump,-365
2018-01-13,Obama,-28
2018-01-13,Trump,-286
2018-01-14,Obama,-37
2018-01-14,Trump,-249
2018-01-15,Obama,-37
2018-01-15,Trump,-126
2018-01-16,Obama,-156
2018-01-16,Trump,-163
2018-01-17,Obama,-166
2018-01-17,Trump,-127
2018-01-18,Obama,-2
2018-01-18,Trump,-112
2018-01-19,Obama,26
2018-01-19,Trump,-134
2018-01-20,Obama,-9
2018-01-20,Trump,-138
2018-01-21,Obama,-91
2018-01-21,Trump,-131
2018-01-22,Obama,54
2018-01-22,Trump,-364
2018-01-23,Obama,30
2018-01-23,Trump,-489
2018-01-24,Obama,-62
2018-01-24,Trump,-133
2018-01-25,Obama,7
2018-01-25,Trump,-128
2018-01-26,Obama,21
2018-01-26,Trump,-219
2018-01-27,Obama,-43
2018-01-27,Trump,-80
2018-01-28,Obama,-69
2018-01-28,Trump,-7
2018-01-29,Obama,79
2018-01-29,Trump,53
2018-01-30,Obama,-30
2018-01-30,Trump,-239
2018-01-31,Obama,-69
2018-01-31,Trump,-205
2018-02-01,Obama,-8
2018-02-01,Trump,-122
2018-02-02,Obama,-85
2018-02-02,Trump,-184
2018-02-03,Obama,-38
2018-02-03,Trump,-56
2018-02-04,Obama,-100
2018-02-04,Trump,-149
2018-02-05,Obama,-1
2018-02-05,Trump,-142
2018-02-06,Obama,10
2018-02-06,Trump,-49
2018-02-07,Obama,-17
2018-02-07,Trump,-40
2018-02-08,Obama,61
2018-02-08,Trump,-99
2018-02-09,Obama,-8
2018-02-09,Trump,-318
2018-02-10,Obama,-158
2018-02-10,Trump,-75
2018-02-11,Obama,-22
2018-02-11,Trump,-170
2018-02-12,Obama,-55
2018-02-12,Trump,74
2018-02-13,Obama,-105
2018-02-13,Trump,15
2018-02-14,Obama,25
2018-02-14,Trump,-44
2018-02-15,Obama,-60
2018-02-15,Trump,-39
2018-02-16,Obama,-150
2018-02-16,Trump,-326
2018-02-17,Obama,-41
2018-02-17,Trump,-315
2018-02-18,Obama,-187
2018-02-18,Trump,-163
2018-02-19,Obama,-158
2018-02-19,Trump,-86
2018-02-20,Obama,9
2018-02-20,Trump,-144
2018-02-21,Obama,-148
2018-02-21,Trump,35
2018-02-22,Obama,-79
2018-02-22,Trump,-28
2018-02-23,Obama,-240
2018-02-23,Trump,-87
2018-02-24,Obama,-90
2018-02-24,Trump,-158
2018-02-25,Obama,-73
2018-02-25,Trump,-226
2018-02-26,Obama,-270
2018-02-26,Trump,-25
2018-02-27,Obama,-60
2018-02-27,Trump,-126
2018-02-28,Obama,-67
2018-02-28,Trump,-53
2018-03-01,Obama,-86
2018-03-01,Trump,-199
2018-03-02,Obama,-39
2018-03-02,Trump,-207
2018-03-03,Obama,-45
2018-03-03,Trump,-66
2018-03-04,Obama,-88
2018-03-04,Trump,-40
2018-03-05,Obama,-9
2018-03-05,Trump,-122
2018-03-06,Obama,-94
2018-03-06,Trump,-146
2018-03-07,Obama,-69
2018-03-07,Trump,-202
2018-03-08,Obama,-95
2018-03-08,Trump,-381
2018-03-09,Obama,-284
2018-03-09,Trump,-61
2018-03-10,Obama,-55
2018-03-10,Trump,-54
2018-03-11,Obama,-107
2018-03-11,Trump,-158
2018-03-12,Obama,-29
2018-03-12,Trump,-83
2018-03-13,Obama,-37
2018-03-13,Trump,-147
2018-03-14,Obama,-110
2018-03-14,Trump,-332
2018-03-15,Obama,-75
2018-03-15,Trump,-68
2018-03-16,Obama,-143
2018-03-16,Trump,-188
2018-03-17,Obama,-16
2018-03-17,Trump,79
2018-03-18,Obama,-233
2018-03-18,Trump,-139
2018-03-19,Obama,56
2018-03-19,Trump,-177
2018-03-20,Obama,-144
2018-03-20,Trump,-168
2018-03-21,Obama,-123
2018-03-21,Trump,16
2018-03-22,Obama,20
2018-03-22,Trump,16
2018-03-23,Obama,-71
2018-03-23,Trump,9
2018-03-24,Obama,-59
2018-03-24,Trump,-161
2018-03-25,Obama,-7
2018-03-25,Trump,-207
2018-03-26,Obama,36
2018-03-26,Trump,-92
2018-03-27,Obama,-134
2018-03-27,Trump,-183
2018-03-28,Obama,-176
2018-03-28,Trump,-220
2018-03-29,Obama,-1
2018-03-29,Trump,-120
2018-03-30,Obama,-98
2018-03-30,Trump,-167
2018-03-31,Obama,14
2018-03-31,Trump,-190
2018-04-01,Obama,-130
2018-04-01,Trump,-279
2018-04-02,Obama,-31
2018-04-02,Trump,-211
2018-04-03,Obama,-39
2018-04-03,Trump,-184
2018-04-04,Obama,11
2018-04-04,Trump,-399
2018-04-05,Obama,-59
2018-04-05,Trump,-326
2018-04-06,Obama,16
2018-04-06,Trump,-222
2018-04-07,Obama,59
2018-04-07,Trump,-211
2018-04-08,Obama,-159
2018-04-08,Trump,-450
2018-04-09,Obama,38
2018-04-09,Trump,-136
2018-04-10,Obama,-47
2018-04-10,Trump,-143
2018-04-11,Obama,19
2018-04-11,Trump,-131
2018-04-12,Obama,13
2018-04-12,Trump,-146
2018-04-13,Obama,-121
2018-04-13,Trump,-194
2018-04-14,Obama,-128
2018-04-14,Trump,-65
2018-04-15,Obama,-15
2018-04-15,Trump,-117
2018-04-16,Obama,-119
2018-04-16,Trump,32
2018-04-17,Obama,-132
2018-04-17,Trump,-125
2018-04-18,Obama,-101
2018-04-18,Trump,-278
2018-04-19,Obama,-188
2018-04-19,Trump,-146
2018-04-20,Obama,-133
2018-04-20,Trump,-85
2018-04-21,Obama,-13
2018-04-21,Trump,10
2018-04-22,Obama,-193
2018-04-22,Trump,-178
2018-04-23,Obama,5
2018-04-23,Trump,-154
2018-04-24,Obama,-155
2018-04-24,Trump,-238
2018-04-25,Obama,-98
2018-04-25,Trump,-129
2018-04-26,Obama,17
2018-04-26,Trump,-119
2018-04-27,Obama,-149
2018-04-27,Trump,30
2018-04-28,Obama,-272
2018-04-28,Trump,-22
2018-04-29,Obama,-143
2018-04-29,Trump,-312
2018-04-30,Obama,-329
2018-04-30,Trump,-191
2018-05-01,Obama,-273
2018-05-01,Trump,-314
2018-05-02,Obama,-272
2018-05-02,Trump,-98
2018-05-03,Obama,-313
2018-05-03,Trump,-145
2018-05-04,Obama,-254
2018-05-04,Trump,-103
2018-05-05,Obama,-159
2018-05-05,Trump,-261
2018-05-06,Obama,-124
2018-05-06,Trump,-253
2018-05-07,Obama,-194
2018-05-07,Trump,-32
2018-05-08,Obama,-118
2018-05-08,Trump,-419
2018-05-09,Obama,-113
2018-05-09,Trump,-193
2018-05-10,Obama,-250
2018-05-10,Trump,-227
2018-05-11,Obama,8
2018-05-11,Trump,-220
2018-05-12,Obama,5
2018-05-12,Trump,-204
2018-05-13,Obama,-113
2018-05-13,Trump,-133
2018-05-14,Obama,-130
2018-05-14,Trump,-107
2018-05-15,Obama,-56
2018-05-15,Trump,-43
2018-05-16,Obama,-54
2018-05-16,Trump,-181
2018-05-17,Obama,-169
2018-05-17,Trump,-272
2018-05-18,Obama,-354
2018-05-18,Trump,-216
2018-05-19,Obama,-282
2018-05-19,Trump,-16
2018-05-20,Obama,88
2018-05-20,Trump,-137
2018-05-21,Obama,61
2018-05-21,Trump,-70
2018-05-22,Obama,-3
2018-05-22,Trump,-134
2018-05-23,Obama,-140
2018-05-23,Trump,-176
2018-05-24,Obama,-21
2018-05-24,Trump,-257
2018-05-25,Obama,-144
2018-05-25,Trump,-130
2018-05-26,Obama,-110
2018-05-26,Trump,-225
2018-05-27,Obama,-213
2018-05-27,Trump,-423
2018-05-28,Obama,-151
2018-05-28,Trump,-116
2018-05-29,Obama,-114
2018-05-29,Trump,-355
2018-05-30,Obama,-129
2018-05-30,Trump,-234
2018-05-31,Obama,-85
2018-05-31,Trump,-161
2018-06-01,Obama,-1
2018-06-01,Trump,-152
2018-06-02,Obama,-82
2018-06-02,Trump,-111
2018-06-03,Obama,-31
2018-06-03,Trump,-215
2018-06-04,Obama,38
2018-06-04,Trump,-71
2018-06-05,Obama,-38
2018-06-05,Trump,-141
2018-06-06,Obama,-232
2018-06-06,Trump,-248
2018-06-07,Obama,-90
2018-06-07,Trump,-104
2018-06-08,Obama,-156
2018-06-08,Trump,-123
2018-06-09,Obama,-8
2018-06-09,Trump,-26
2018-06-10,Obama,-115
2018-06-10,Trump,-263
2018-06-11,Obama,-49
2018-06-11,Trump,-119
2018-06-12,Obama,27
2018-06-12,Trump,-290
2018-06-13,Obama,-59
2018-06-13,Trump,20
2018-06-14,Obama,-69
2018-06-14,Trump,-80
2018-06-15,Obama,-110
2018-06-15,Trump,-172
2018-06-16,Obama,-39
2018-06-16,Trump,-180
2018-06-17,Obama,-100
2018-06-17,Trump,-328
2018-06-18,Obama,-309
2018-06-18,Trump,-439
2018-06-19,Obama,-144
2018-06-19,Trump,-727
2018-06-20,Obama,6
2018-06-20,Trump,-842
2018-06-21,Obama,-143
2018-06-21,Trump,-1136
2018-06-22,Obama,-170
2018-06-22,Trump,-493
2018-06-23,Obama,-190
2018-06-23,Trump,-477
2018-06-24,Obama,-19
2018-06-24,Trump,-980
2018-06-25,Obama,-120
2018-06-25,Trump,-602
2018-06-26,Obama,-39
2018-06-26,Trump,-559
2018-06-27,Obama,14
2018-06-27,Trump,-1024
2018-06-28,Obama,1
2018-06-28,Trump,-413
2018-06-29,Obama,-179
2018-06-29,Trump,-418
2018-06-30,Obama,-85
2018-06-30,Trump,-276
2018-07-01,Obama,-119
2018-07-01,Trump,-473
2018-07-02,Obama,-2
2018-07-02,Trump,-360
2018-07-03,Obama,-65
2018-07-03,Trump,-207
2018-07-04,Obama,-90
2018-07-04,Trump,-146
2018-07-05,Obama,-48
2018-07-05,Trump,-242
2018-07-06,Obama,-67
2018-07-06,Trump,-422
2018-07-07,Obama,-188
2018-07-07,Trump,-159
2018-07-08,Obama,-107
2018-07-08,Trump,-234
2018-07-09,Obama,-33
2018-07-09,Trump,-76
2018-07-10,Obama,-82
2018-07-10,Trump,-241
2018-07-11,Obama,-23
2018-07-11,Trump,-370
2018-07-12,Obama,-48
2018-07-12,Trump,-281
2018-07-13,Obama,-28
2018-07-13,Trump,-320
2018-07-14,Obama,-111
2018-07-14,Trump,-428
2018-07-15,Obama,-30
2018-07-15,Trump,-486
2018-07-16,Obama,-228
2018-07-16,Trump,-182
2018-07-17,Obama,-147
2018-07-17,Trump,-148
2018-07-18,Obama,-118
2018-07-18,Trump,-230
2018-07-19,Obama,-126
2018-07-19,Trump,-160
2018-07-20,Obama,-180
2018-07-20,Trump,-176
2018-07-21,Obama,-161
2018-07-21,Trump,-79
2018-07-22,Obama,-281
2018-07-22,Trump,-93
2018-07-23,Obama,-293
2018-07-23,Trump,-158
2018-07-24,Obama,-172
2018-07-24,Trump,-212
2018-07-25,Obama,-243
2018-07-25,Trump,-160
2018-07-26,Obama,-240
2018-07-26,Trump,-148
2018-07-27,Obama,-57
2018-07-27,Trump,-20
2018-07-28,Obama,-180
2018-07-28,Trump,39
2018-07-29,Obama,-383
2018-07-29,Trump,-243
2018-07-30,Obama,-321
2018-07-30,Trump,-191
2018-07-31,Obama,-198
2018-07-31,Trump,-227
